00:00.362  blend            | Read blend: "/Users/panglaohu/Downloads/TigerInBamboo/TigerMessenger/assets/models/originals/blender-r3/stackedCrates.blend"
04:15:45 | INFO: Extracting primitive: n99.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n101.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n109.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n111.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n113.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n115.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n117.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n120.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n122.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n124.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n127.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n129.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n131.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n133.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n22.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n24.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n26.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n28.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n31.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n33.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n35.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n37.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n49.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n51.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n53.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n55.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n58.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n60.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n104.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Extracting primitive: n106.001
04:15:45 | INFO: Primitives created: 6
04:15:45 | INFO: Finished glTF 2.0 export in 0.14850187301635742 s

EXPORT_OK /Users/panglaohu/Downloads/TigerInBamboo/TigerMessenger/artifacts/godot-export/stackedCrates.glb
BlenderMCP server stopped
BlenderMCP addon unregistered
Blender 5.2.1 LTS (hash 9e2066aef7ef built 2026-08-25 01:35:57)

Blender quit
