00:00.353  blend            | Read blend: "/Users/panglaohu/Downloads/TigerInBamboo/TigerMessenger/assets/models/originals/blender-r3/moebiusSwamp.blend"
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n3873.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n3928.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3930.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3932.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3935.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3937.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3939.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3942.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3944.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3946.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3949.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3951.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3953.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3879.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3881.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-1.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-2.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-3.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-4.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-5.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-6.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-tip.002
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: tiger-tail-brush-tip.003
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3884.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3886.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3888.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3890.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n3892.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n3894.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3896.001
04:17:47 | INFO: Primitives created: 3
04:17:47 | INFO: Extracting primitive: n3898.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n3900.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: tiger-torso.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n4.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n6.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n8.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n10.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n12.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n14.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n16.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n18.001
04:17:47 | INFO: Primitives created: 6
04:17:47 | INFO: Extracting primitive: n1469.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1471.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1473.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1475.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1477.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1479.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1481.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1483.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1485.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1487.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1706.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1708.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1710.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1712.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1714.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1716.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1718.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1720.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1722.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1724.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1726.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1728.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1730.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1732.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1734.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1736.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1738.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1740.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1742.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1744.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1746.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1748.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1750.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1752.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1754.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1756.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1758.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1759.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1760.001
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1761.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1762.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1763.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1764.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1765.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1766.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1767.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1768.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1769.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1770.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1771.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1772.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1773.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1774.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1775.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1776.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1777.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1778.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1779.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1780.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1781.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1782.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1783.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1784.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1785.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1786.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1787.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1788.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1789.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1790.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1791.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1792.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1793.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1794.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1795.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1796.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1797.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1798.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1799.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1800.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1801.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1802.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1803.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1804.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1805.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1806.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1807.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1808.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1809.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1810.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1811.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n1812.001
04:17:47 | WARNING: More than one shader node tex image used for a texture. The resulting glTF sampler will behave like the first shader node tex image.
04:17:47 | INFO: Primitives created: 1
04:17:47 | INFO: Extracting primitive: n2056.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2058.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2060.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2063.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2065.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2067.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2069.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2071.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2073.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2076.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2078.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2080.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2082.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2084.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2086.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2089.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2091.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2093.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2096.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2098.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2100.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2102.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2105.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2107.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2109.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2111.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2113.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2115.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2118.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2120.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2122.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2124.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2126.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2128.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2131.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2133.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2135.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2137.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2139.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2141.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2144.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2146.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2148.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2151.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2153.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2155.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2158.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2160.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2162.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2164.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2166.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2168.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2171.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2173.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2175.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2177.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2179.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2182.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2184.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2186.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2188.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2190.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2193.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2195.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2197.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2199.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2201.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2203.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2206.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2208.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2210.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2212.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2214.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2216.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2219.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2221.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2223.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2225.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2228.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2230.001
04:17:47 | INFO: Primitives created: 2
04:17:47 | INFO: Extracting primitive: n2232.001
